asset_number,asset_name,source_sheet,source_row,missing_fields
OPEN-FA-2024-0143,cloud Router Switch,SUMMARY REPORT SHEET,442,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0144,Green Capital Tubular Battery,SUMMARY REPORT SHEET,443,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0145,Growatt Inverter,SUMMARY REPORT SHEET,447,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0146,Mppt Charge Controller,SUMMARY REPORT SHEET,448,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0147,Solar panel,SUMMARY REPORT SHEET,449,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0148,9U Rack,SUMMARY REPORT SHEET,457,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0149,4way Battery Rack,SUMMARY REPORT SHEET,458,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0150,Mast,SUMMARY REPORT SHEET,459,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0151,Aviation Light,SUMMARY REPORT SHEET,460,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0152,Petrol Generator,SUMMARY REPORT SHEET,461,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0153,1/32 splitter,SUMMARY REPORT SHEET,462,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0154,1/16 splitter,SUMMARY REPORT SHEET,463,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0155,Huawei SmartAX MA5608T,SUMMARY REPORT SHEET,464,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0156,Ubiquiti Ufiber GPON,SUMMARY REPORT SHEET,465,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0157,Patch panel,SUMMARY REPORT SHEET,466,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0158,Mikrotik cloud core router,SUMMARY REPORT SHEET,467,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0159,Spoild OTDR,SUMMARY REPORT SHEET,468,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0160,ONU,SUMMARY REPORT SHEET,469,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0161,CloudRouter Switch Mikrotik,SUMMARY REPORT SHEET,470,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0162,9U Rack,SUMMARY REPORT SHEET,471,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0163,Huawei Router,SUMMARY REPORT SHEET,472,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0164,Active Lite Beam Gen2,SUMMARY REPORT SHEET,473,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0165,Non Active Lite Beam Gen2,SUMMARY REPORT SHEET,474,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0166,Active Lite AP,SUMMARY REPORT SHEET,475,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0167,Airfiber,SUMMARY REPORT SHEET,476,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0168,POE Adaoter,SUMMARY REPORT SHEET,477,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0169,Active OTDR,SUMMARY REPORT SHEET,478,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0170,Active Cliver,SUMMARY REPORT SHEET,479,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0171,Non Active Cliver,SUMMARY REPORT SHEET,480,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0172,Bad Retrieved Fiber Cable,SUMMARY REPORT SHEET,481,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0173,Bad Retrieved Cat 6 Cable,SUMMARY REPORT SHEET,482,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0174,Closure,SUMMARY REPORT SHEET,483,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0175,Water Save Bucket,SUMMARY REPORT SHEET,484,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0176,Muping  Bucket,SUMMARY REPORT SHEET,485,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0177,Water Dispenser Bottle,SUMMARY REPORT SHEET,486,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0178,Tall Tubular Battery,SUMMARY REPORT SHEET,487,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0179,Solar Panel,SUMMARY REPORT SHEET,496,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0180,petrol Generator,SUMMARY REPORT SHEET,504,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0181,4WAY Rack,SUMMARY REPORT SHEET,505,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0182,Solar Charge Controller,SUMMARY REPORT SHEET,507,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0183,Inverter,SUMMARY REPORT SHEET,508,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0184,Cluster Table,SUMMARY REPORT SHEET,509,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0185,Extension,SUMMARY REPORT SHEET,510,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0186,Tall Standing Curburt,SUMMARY REPORT SHEET,512,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
Dotmac/OE/SF001,Standing Fan.,SUMMARY REPORT SHEET,513,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
Dotmac/OE/SF002,Standing Fan.,SUMMARY REPORT SHEET,514,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
Dotmac/OE/SF003,Standing Fan.,SUMMARY REPORT SHEET,515,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
Dotmac/OE/SF004,Standing Fan.,SUMMARY REPORT SHEET,516,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
Dotmac/OE/SF005,Standing Fan.,SUMMARY REPORT SHEET,517,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
Dotmac/OE/SF006,Standing Fan.,SUMMARY REPORT SHEET,518,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
Dotmac/OE/SF007,Standing Fan.,SUMMARY REPORT SHEET,519,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
Dotmac/OE/SF008,Standing Fan.,SUMMARY REPORT SHEET,520,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
Dotmac/OE/SF009,Standing Fan.,SUMMARY REPORT SHEET,521,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
Dotmac/OE/SF010,Standing Fan.,SUMMARY REPORT SHEET,522,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
Dotmac/OE/SF011,Standing Fan.,SUMMARY REPORT SHEET,523,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
Dotmac/OE/SF012,Standing Fan.,SUMMARY REPORT SHEET,524,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
Dotmac/OE/SF013,Standing Fan.,SUMMARY REPORT SHEET,525,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
Dotmac/OE/SF014,Standing Fan.,SUMMARY REPORT SHEET,526,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
Dotmac/OE/SF015,Standing Fan.,SUMMARY REPORT SHEET,527,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
Dotmac/OE/SF016,Standing Fan.,SUMMARY REPORT SHEET,528,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
Dotmac/OE/SF017,Standing Fan.,SUMMARY REPORT SHEET,529,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
Dotmac/OE/SF018,Standing Fan.,SUMMARY REPORT SHEET,530,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
Dotmac/OE/SF019,Standing Fan.,SUMMARY REPORT SHEET,531,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
Dotmac/OE/SF020,Standing Fan.,SUMMARY REPORT SHEET,532,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
Dotmac/OE/SF021,Standing Fan.,SUMMARY REPORT SHEET,533,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
Dotmac/OE/SF022,Standing Fan.,SUMMARY REPORT SHEET,534,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
Dotmac/OE/SF023,Standing Fan.,SUMMARY REPORT SHEET,535,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
Dotmac/OE/SF024,Standing Fan.,SUMMARY REPORT SHEET,536,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
Dotmac/OE/SF025,Standing Fan.,SUMMARY REPORT SHEET,537,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
Dotmac/OE/SF026,Standing Fan.,SUMMARY REPORT SHEET,538,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
Dotmac/OE/SF027,Standing Fan.,SUMMARY REPORT SHEET,539,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
Dotmac/OE/SF028,Standing Fan.,SUMMARY REPORT SHEET,540,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0187,Standing Fan.,SUMMARY REPORT SHEET,541,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0188,Standing Fan.,SUMMARY REPORT SHEET,544,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0189,Standing Fan.,SUMMARY REPORT SHEET,548,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0190,Standing Fan.,SUMMARY REPORT SHEET,549,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0191,Standing Fan.,SUMMARY REPORT SHEET,550,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0192,Standing Fan.,SUMMARY REPORT SHEET,551,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0193,Standing Fan.,SUMMARY REPORT SHEET,552,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
Dotmac/PAM/AC001,Air Conditioner,SUMMARY REPORT SHEET,553,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
Dotmac/PAM/AC002,Air Conditioner,SUMMARY REPORT SHEET,554,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
Dotmac/PAM/AC003,Air Conditioner,SUMMARY REPORT SHEET,555,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
Dotmac/PAM/AC004,Air Conditioner,SUMMARY REPORT SHEET,556,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
Dotmac/PAM/AC005,Air Conditioner,SUMMARY REPORT SHEET,557,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
Dotmac/PAM/AC006,Air Conditioner,SUMMARY REPORT SHEET,558,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
Dotmac/PAM/AC007,Air Conditioner,SUMMARY REPORT SHEET,559,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
Dotmac/PAM/AC008,Air Conditioner,SUMMARY REPORT SHEET,560,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
Dotmac/PAM/AC009,Air Conditioner,SUMMARY REPORT SHEET,561,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
Dotmac/PAM/AC010,Air Conditioner,SUMMARY REPORT SHEET,562,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
Dotmac/PAM/AC011,Air Conditioner,SUMMARY REPORT SHEET,563,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
Dotmac/PAM/AC012,Air Conditioner,SUMMARY REPORT SHEET,564,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
Dotmac/PAM/AC013,Air Conditioner,SUMMARY REPORT SHEET,565,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
Dotmac/PAM/AC014,Air Conditioner,SUMMARY REPORT SHEET,566,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
Dotmac/PAM/AC015,Air Conditioner,SUMMARY REPORT SHEET,567,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
Dotmac/PAM/AC016,Air Conditioner,SUMMARY REPORT SHEET,568,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
Dotmac/PAM/AC017,Air Conditioner,SUMMARY REPORT SHEET,569,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0194,Air Conditioner,SUMMARY REPORT SHEET,570,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0195,Air Conditioner,SUMMARY REPORT SHEET,572,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0196,Air Conditioner,SUMMARY REPORT SHEET,573,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0197,Dispenser,SUMMARY REPORT SHEET,574,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0198,Dispenser,SUMMARY REPORT SHEET,575,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0199,Dispenser,SUMMARY REPORT SHEET,576,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0200,Dispenser,SUMMARY REPORT SHEET,577,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0201,Microwave,SUMMARY REPORT SHEET,578,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0202,Microwave,SUMMARY REPORT SHEET,579,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0203,Refrigerator,SUMMARY REPORT SHEET,580,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0204,Refrigerator,SUMMARY REPORT SHEET,581,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0205,Refrigerator,SUMMARY REPORT SHEET,582,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0206,Refrigerator,SUMMARY REPORT SHEET,583,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0207,Dispenser,SUMMARY REPORT SHEET,584,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0208,Dispenser,SUMMARY REPORT SHEET,585,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0209,Dispenser,SUMMARY REPORT SHEET,586,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0210,Printer,SUMMARY REPORT SHEET,587,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0211,Printer,SUMMARY REPORT SHEET,588,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0212,Printer,SUMMARY REPORT SHEET,589,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0213,Printer,SUMMARY REPORT SHEET,590,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0214,Printer,SUMMARY REPORT SHEET,591,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0215,Scanner,SUMMARY REPORT SHEET,592,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0216,Scanner,SUMMARY REPORT SHEET,593,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0217,Photocopier,SUMMARY REPORT SHEET,594,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0218,Binding Machine,SUMMARY REPORT SHEET,595,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0219,Television,SUMMARY REPORT SHEET,598,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0220,Television,SUMMARY REPORT SHEET,599,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0221,Bill Counter,SUMMARY REPORT SHEET,600,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0222,Paper Shredder,SUMMARY REPORT SHEET,601,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0223,Paper Shredder,SUMMARY REPORT SHEET,602,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0224,Iron Safe,SUMMARY REPORT SHEET,603,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0225,iron Safe,SUMMARY REPORT SHEET,604,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0226,Fire Extinguishers,SUMMARY REPORT SHEET,605,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0227,Fire Extinguishers,SUMMARY REPORT SHEET,606,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0228,Fire Extinguishers,SUMMARY REPORT SHEET,607,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0229,Fire Extinguishers,SUMMARY REPORT SHEET,608,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0230,Fire Extinguishers,SUMMARY REPORT SHEET,609,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0231,Fire Extinguishers,SUMMARY REPORT SHEET,610,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0232,Fire Extinguishers,SUMMARY REPORT SHEET,611,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0233,Fire Extinguishers,SUMMARY REPORT SHEET,612,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0234,Fire Extinguishers,SUMMARY REPORT SHEET,613,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0235,Fire Extinguishers,SUMMARY REPORT SHEET,614,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0236,Fire Extinguishers,SUMMARY REPORT SHEET,615,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0237,Fire Extinguishers,SUMMARY REPORT SHEET,616,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0238,Fire Extinguishers,SUMMARY REPORT SHEET,617,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0239,Fire Extinguishers,SUMMARY REPORT SHEET,618,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0240,Ladder,SUMMARY REPORT SHEET,619,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0241,Battery Charger,SUMMARY REPORT SHEET,621,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0242,Pumping Machine,SUMMARY REPORT SHEET,622,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0243,Generator,SUMMARY REPORT SHEET,623,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0244,Telecom Mast.,SUMMARY REPORT SHEET,624,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0245,Telecom Mast.,SUMMARY REPORT SHEET,625,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0246,Telecom Mast.,SUMMARY REPORT SHEET,626,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0247,Telecom Mast.,SUMMARY REPORT SHEET,627,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0248,Telecom Mast.,SUMMARY REPORT SHEET,628,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0249,Telecom Mast.,SUMMARY REPORT SHEET,629,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0250,Telecom Mast.,SUMMARY REPORT SHEET,630,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0251,Telecom Mast.,SUMMARY REPORT SHEET,631,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0252,2 in 1 Visitors Iron Chair,SUMMARY REPORT SHEET,632,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0253,3 in 1 Visitors Iron Chair,SUMMARY REPORT SHEET,633,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0254,Hopshistory Chair,SUMMARY REPORT SHEET,635,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0255,3 in 1 Hopshistory Chair,SUMMARY REPORT SHEET,639,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0256,Chair,SUMMARY REPORT SHEET,641,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0257,Chair,SUMMARY REPORT SHEET,733,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0258,2 in 1 Visitors Iron Chair,SUMMARY REPORT SHEET,740,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0259,3 in 1 Visitors Iron Chair,SUMMARY REPORT SHEET,741,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0260,Chair,SUMMARY REPORT SHEET,742,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
OPEN-FA-2024-0261,Chair,SUMMARY REPORT SHEET,747,acquisition_date; acquisition_cost; accumulated_depreciation; net_book_value; useful_life_months; remaining_life_months
